pid,face_id,version,trust_rating,emotion_rating,fem_choice,femininity_full,masc_choice,masculinity_full,export_timestamp,data_source
test_015,face_22,left,7,5,both,3,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_22,right,8,3,both,3,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_23,both,2,9,neither,1,right,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_23,left,6,8,neither,1,right,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_23,right,6,7,neither,1,right,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_24,both,7,7,both,2,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_24,left,2,5,both,2,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_24,right,6,6,both,2,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_25,both,5,1,right,5,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_25,left,6,4,right,5,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_25,right,5,7,right,5,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_26,both,2,6,neither,7,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_26,left,1,4,neither,7,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_26,right,9,2,neither,7,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_27,both,1,5,both,2,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_27,left,9,6,both,2,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_27,right,8,4,both,2,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_28,both,6,4,both,8,neither,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_28,left,8,3,both,8,neither,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_28,right,9,6,both,8,neither,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_29,both,7,5,left,8,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_29,left,5,7,left,8,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_29,right,3,4,left,8,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_30,both,4,2,left,4,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_30,left,1,6,left,4,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_30,right,7,8,left,4,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_31,both,3,8,both,2,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_31,left,6,8,both,2,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_31,right,8,3,both,2,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_32,both,7,6,neither,4,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_32,left,1,9,neither,4,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_32,right,8,2,neither,4,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_33,both,8,7,neither,8,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_33,left,2,9,neither,8,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_33,right,8,3,neither,8,neither,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_34,both,8,3,right,5,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_34,left,2,9,right,5,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_34,right,4,1,right,5,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_35,both,8,6,neither,5,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_35,left,3,4,neither,5,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_015,face_35,right,6,5,neither,5,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_1,both,6,3,neither,6,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_1,left,6,1,neither,6,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_1,right,5,3,neither,6,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_2,both,2,5,right,3,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_2,left,3,5,right,3,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_2,right,2,8,right,3,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_3,both,9,5,neither,5,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_3,left,5,4,neither,5,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_3,right,6,7,neither,5,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_4,both,6,8,right,2,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_4,left,2,8,right,2,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_4,right,8,1,right,2,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_5,both,1,9,left,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_5,left,7,3,left,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_5,right,2,5,left,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_6,both,7,9,both,8,both,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_6,left,7,8,both,8,both,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_6,right,1,8,both,8,both,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_7,both,1,2,left,1,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_7,left,3,2,left,1,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_7,right,9,4,left,1,neither,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_8,both,2,1,right,3,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_8,left,2,7,right,3,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_8,right,5,8,right,3,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_9,both,4,8,left,6,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_9,left,7,2,left,6,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_9,right,7,2,left,6,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_10,both,2,9,neither,2,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_10,left,2,4,neither,2,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_10,right,6,9,neither,2,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_11,both,7,8,both,2,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_11,left,2,4,both,2,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_11,right,5,1,both,2,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_12,both,2,7,left,1,both,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_12,left,8,2,left,1,both,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_12,right,6,2,left,1,both,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_13,both,2,4,both,6,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_13,left,2,7,both,6,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_13,right,4,4,both,6,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_14,both,2,4,both,2,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_14,left,3,2,both,2,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_14,right,8,7,both,2,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_15,both,3,6,left,6,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_15,left,1,9,left,6,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_15,right,6,8,left,6,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_16,both,5,7,left,8,both,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_16,left,3,9,left,8,both,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_16,right,9,6,left,8,both,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_17,both,3,8,right,5,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_17,left,4,4,right,5,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_17,right,3,6,right,5,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_18,both,2,5,right,5,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_18,left,3,3,right,5,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_18,right,9,2,right,5,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_19,both,7,8,right,4,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_19,left,2,2,right,4,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_19,right,6,3,right,4,neither,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_20,both,6,9,left,9,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_20,left,1,2,left,9,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_20,right,9,3,left,9,both,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_21,both,5,3,neither,2,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_21,left,4,7,neither,2,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_21,right,7,4,neither,2,left,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_22,both,8,1,right,8,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_22,left,6,9,right,8,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_22,right,4,3,right,8,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_23,both,9,8,neither,8,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_23,left,4,5,neither,8,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_23,right,9,9,neither,8,left,9,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_24,both,1,3,left,8,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_24,left,8,7,left,8,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_24,right,4,8,left,8,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_25,both,3,5,left,3,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_25,left,8,9,left,3,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_25,right,7,4,left,3,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_26,both,3,3,neither,5,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_26,left,5,8,neither,5,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_26,right,4,4,neither,5,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_27,both,7,6,neither,7,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_27,left,1,3,neither,7,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_27,right,4,3,neither,7,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_28,both,7,4,right,1,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_28,left,6,1,right,1,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_28,right,4,2,right,1,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_29,both,1,2,right,1,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_29,left,9,8,right,1,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_29,right,3,7,right,1,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_30,both,1,7,neither,7,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_30,left,1,1,neither,7,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_30,right,2,4,neither,7,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_31,both,4,2,right,2,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_31,left,1,9,right,2,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_31,right,4,7,right,2,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_32,both,4,4,neither,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_32,left,1,3,neither,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_32,right,5,9,neither,6,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_33,both,7,4,right,2,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_33,left,6,3,right,2,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_33,right,6,9,right,2,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_34,both,3,2,both,4,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_34,left,1,2,both,4,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_34,right,4,4,both,4,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_35,both,8,2,right,8,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_35,left,1,8,right,8,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_016,face_35,right,2,8,right,8,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_1,both,6,2,neither,3,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_1,left,1,8,neither,3,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_1,right,1,9,neither,3,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_2,both,7,9,right,9,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_2,left,2,6,right,9,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_2,right,6,8,right,9,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_3,both,9,2,both,6,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_3,left,8,6,both,6,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_3,right,8,5,both,6,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_4,both,8,6,neither,2,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_4,left,4,4,neither,2,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_4,right,6,1,neither,2,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_5,both,9,6,right,1,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_5,left,4,7,right,1,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_5,right,9,4,right,1,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_6,both,4,1,neither,3,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_6,left,7,6,neither,3,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_6,right,1,2,neither,3,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_7,both,3,7,both,3,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_7,left,8,4,both,3,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_7,right,8,5,both,3,right,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_8,both,8,3,neither,6,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_8,left,7,7,neither,6,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_8,right,6,1,neither,6,right,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_9,both,9,3,left,3,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_9,left,1,4,left,3,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_9,right,4,5,left,3,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_10,both,3,7,neither,4,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_10,left,8,3,neither,4,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_10,right,5,4,neither,4,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_11,both,3,5,left,1,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_11,left,6,6,left,1,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_11,right,6,9,left,1,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_12,both,5,6,both,1,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_12,left,9,3,both,1,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_12,right,1,3,both,1,right,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_13,both,9,3,left,3,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_13,left,6,9,left,3,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_13,right,3,8,left,3,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_14,both,5,9,left,9,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_14,left,6,3,left,9,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_14,right,9,5,left,9,left,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_15,both,1,1,neither,8,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_15,left,1,1,neither,8,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_15,right,9,9,neither,8,both,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_16,both,9,1,left,7,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_16,left,3,2,left,7,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_16,right,8,9,left,7,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_17,both,1,8,neither,6,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_17,left,4,1,neither,6,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_17,right,2,8,neither,6,neither,5,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_18,both,8,3,both,6,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_18,left,9,2,both,6,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_18,right,5,1,both,6,both,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_19,both,9,3,left,3,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_19,left,3,5,left,3,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_19,right,5,4,left,3,right,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_20,both,4,1,right,6,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_20,left,9,9,right,6,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_20,right,7,7,right,6,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_21,both,8,1,neither,2,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_21,left,9,5,neither,2,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_21,right,4,5,neither,2,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_22,both,8,6,right,1,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_22,left,7,9,right,1,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_22,right,5,9,right,1,both,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_23,both,6,3,both,9,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_23,left,9,3,both,9,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_23,right,2,1,both,9,left,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_24,both,4,2,right,9,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_24,left,1,5,right,9,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_24,right,8,4,right,9,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_25,both,3,9,right,4,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_25,left,3,7,right,4,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_25,right,5,5,right,4,right,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_26,both,8,5,both,8,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_26,left,4,5,both,8,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_26,right,2,3,both,8,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_27,both,8,2,right,3,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_27,left,8,7,right,3,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_27,right,4,1,right,3,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_28,both,5,3,left,1,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_28,left,1,8,left,1,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_28,right,1,4,left,1,both,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_29,both,8,3,left,4,left,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_29,left,2,9,left,4,left,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_29,right,8,9,left,4,left,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_30,both,3,4,both,8,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_30,left,7,3,both,8,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_30,right,8,2,both,8,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_31,both,1,1,both,3,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_31,left,1,7,both,3,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_31,right,7,9,both,3,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_32,both,4,6,neither,4,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_32,left,1,1,neither,4,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_32,right,2,8,neither,4,both,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_33,both,6,8,both,9,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_33,left,7,7,both,9,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_33,right,8,5,both,9,right,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_34,both,9,2,neither,4,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_34,left,5,2,neither,4,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_34,right,5,7,neither,4,right,6,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_35,both,7,5,left,4,neither,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_35,left,4,1,left,4,neither,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_017,face_35,right,2,6,left,4,neither,4,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_1,both,4,1,neither,1,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_1,left,6,7,neither,1,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_1,right,8,8,neither,1,neither,3,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_2,both,3,8,neither,7,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_2,left,8,1,neither,7,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_2,right,8,8,neither,7,both,2,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_3,both,2,8,neither,3,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_3,left,6,8,neither,3,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_3,right,2,7,neither,3,left,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_4,both,4,3,left,4,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_4,left,8,4,left,4,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_4,right,9,3,left,4,left,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_5,both,2,3,neither,1,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_5,left,4,5,neither,1,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_5,right,3,9,neither,1,right,7,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_6,both,1,9,both,5,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_6,left,8,9,both,5,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_6,right,3,6,both,5,neither,8,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
test_018,face_7,both,6,3,neither,4,both,1,2025-09-14T08:14:01.049419,Face Perception Study Dashboard
